id,year_birth,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response,age,total_purchases,num_accepted_campaigns,education_Basic,education_Graduation,education_Master,education_PhD,marital_status_Alone,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Together,marital_status_Widow,marital_status_YOLO
9504,1949,81698.0,0,0,2013-06-11,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,76,1008,0,False,False,True,False,False,False,True,False,False,False,False
7143,1955,74805.0,0,1,2013-06-11,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,70,820,0,False,False,False,False,False,False,False,False,True,False,False
701,1971,73691.0,0,1,2013-06-11,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,54,1179,1,False,True,False,False,False,False,True,False,False,False,False
3798,1968,41120.0,1,1,2013-06-11,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,57,81,0,False,True,False,False,False,False,True,False,False,False,False
4137,1948,70666.0,0,0,2013-06-12,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,77,1076,0,False,True,False,False,False,False,False,False,True,False,False
6515,1977,39771.0,1,0,2013-06-12,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,3,11,0,48,50,0,False,True,False,False,False,False,False,False,True,False,False
4377,1971,52914.0,0,1,2013-07-01,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,3,11,0,54,575,1,False,True,False,False,False,False,True,False,False,False,False
1744,1965,23529.0,0,1,2013-07-01,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,60,54,0,True,False,False,False,False,False,False,True,False,False,False
456,1986,7500.0,1,0,2013-07-02,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,36,0,False,False,False,False,False,False,True,False,False,False,False
9750,1961,64325.0,0,1,2013-07-02,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,64,1307,0,False,False,False,True,False,True,False,False,False,False,False
8858,1972,44325.0,0,1,2013-07-03,69,516,0,21,0,0,5,4,8,2,7,8,0,1,0,0,0,0,3,11,0,53,542,1,False,False,False,True,False,False,True,False,False,False,False
2874,1988,35388.0,1,0,2013-07-03,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,37,32,0,False,False,False,False,False,True,False,False,False,False,False
1710,1978,30168.0,1,0,2013-07-03,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,3,11,0,47,279,0,False,True,False,False,False,False,False,True,False,False,False
10142,1976,66476.0,0,1,2013-07-03,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,49,689,0,False,False,False,True,False,True,False,False,False,False,False
9507,1975,40794.0,0,1,2013-07-04,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,3,11,0,50,434,0,False,True,False,False,False,False,True,False,False,False,False
2942,1964,45906.0,0,1,2013-07-05,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,61,486,1,False,True,False,False,False,False,False,True,False,False,False
9499,1954,93404.0,1,2,2013-07-05,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,3,11,0,71,1616,2,False,True,False,False,False,False,True,False,False,False,False
10659,1979,7500.0,1,0,2013-07-05,7,2,8,11,3,8,21,4,3,2,2,7,0,0,0,0,0,0,3,11,0,46,53,0,False,False,False,False,False,False,False,False,True,False,False
9579,1959,33762.0,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,3,11,0,66,106,0,False,False,False,True,False,False,True,False,False,False,False
2254,1983,69520.0,0,0,2013-07-07,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,3,11,0,42,1455,0,False,True,False,False,False,False,True,False,False,False,False
2445,1974,28440.0,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,51,63,0,False,False,False,True,False,False,False,False,True,False,False
9964,1979,61825.0,0,1,2013-07-08,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,46,424,0,False,True,False,False,False,False,False,True,False,False,False
6969,1982,50272.0,1,0,2013-07-08,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,43,233,0,False,True,False,False,False,False,False,False,True,False,False
8362,1982,84169.0,0,0,2013-07-08,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,43,1919,2,False,False,False,True,False,False,True,False,False,False,False
6634,1979,33462.0,1,0,2013-07-08,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,0,46,54,0,False,False,True,False,False,True,False,False,False,False,False
1630,1979,61825.0,0,1,2013-07-08,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,46,424,0,False,True,False,False,False,False,False,True,False,False,False
5547,1982,84169.0,0,0,2013-07-08,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,43,1919,2,False,False,False,True,False,False,True,False,False,False,False
5519,1956,64090.0,0,1,2013-07-08,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,3,11,1,69,797,0,False,True,False,False,False,False,False,False,True,False,False
891,1951,29298.0,1,1,2013-07-09,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,74,11,0,False,False,True,False,False,False,False,False,True,False,False
4328,1986,21955.0,1,0,2013-07-09,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,39,55,0,False,False,False,False,False,False,True,False,False,False,False
10664,1949,51529.0,0,1,2013-07-09,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,76,467,0,False,False,True,False,False,False,False,False,False,True,False
7181,1977,30368.0,0,1,2013-07-11,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,3,11,0,48,52,0,False,True,False,False,False,False,True,False,False,False,False
4654,1992,75114.0,0,0,2013-07-11,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,3,11,0,33,1253,0,False,True,False,False,False,False,False,False,True,False,False
5113,1971,86979.0,0,0,2013-07-11,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,3,11,1,54,1702,1,False,False,False,True,False,True,False,False,False,False,False
3896,1984,27255.0,1,0,2013-07-11,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41,37,0,False,True,False,False,False,False,True,False,False,False,False
8360,1971,54690.0,1,1,2013-07-11,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,54,198,0,False,False,False,False,False,False,True,False,False,False,False
3665,1977,25315.0,1,0,2013-07-11,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,48,54,0,False,False,False,False,False,False,False,False,True,False,False
7426,1971,54690.0,1,1,2013-07-11,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,54,198,0,False,False,False,False,False,False,True,False,False,False,False
2698,1976,47025.0,0,1,2013-07-11,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,3,11,0,49,415,0,False,True,False,False,False,False,False,True,False,False,False
6237,1966,7144.0,0,2,2013-07-12,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0,59,416,0,False,False,False,True,False,False,False,True,False,False,False
7128,1977,42997.0,1,1,2013-07-12,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,48,15,0,False,False,False,True,False,False,False,True,False,False,False
10530,1959,67786.0,0,0,2013-07-12,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,3,11,1,66,1156,0,False,False,False,True,False,False,False,False,False,True,False
8527,1965,65735.0,1,1,2013-07-12,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0,60,395,0,False,False,True,False,False,False,False,False,True,False,False
11191,1986,41411.0,0,0,2013-07-12,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,39,139,0,False,True,False,False,False,True,False,False,False,False,False
2098,1969,33581.0,2,0,2013-08-01,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,56,17,0,False,False,False,True,False,False,True,False,False,False,False
8148,1956,50898.0,1,1,2013-08-01,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,69,859,0,False,False,True,False,False,False,False,False,True,False,False
7966,1959,80982.0,1,1,2013-08-01,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,3,11,0,66,1191,0,False,True,False,False,False,False,False,True,False,False,False
944,1962,56181.0,0,1,2013-08-01,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,63,393,0,False,True,False,False,False,False,True,False,False,False,False
8686,1979,23724.0,1,0,2013-08-01,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,46,75,0,True,False,False,False,False,False,False,False,True,False,False
11114,1970,19656.0,1,0,2013-08-02,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,55,84,0,False,True,False,False,False,False,False,False,True,False,False
5628,1982,61416.0,0,0,2013-08-02,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,3,11,0,43,1665,1,False,True,False,False,False,False,False,False,True,False,False
4860,1970,24206.0,1,0,2013-08-03,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,55,25,0,False,True,False,False,False,False,False,True,False,False,False
1000,1961,74881.0,1,1,2013-08-03,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,64,964,0,False,False,True,False,False,False,False,False,True,False,False
3852,1961,74881.0,1,1,2013-08-03,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,64,964,0,False,False,True,False,False,False,False,False,True,False,False
2868,1949,26518.0,1,1,2013-08-04,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,76,57,0,False,False,False,True,False,False,False,True,False,False,False
8911,1967,56320.0,0,1,2013-08-04,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,58,702,0,False,False,False,True,False,False,True,False,False,False,False
6200,1951,75903.0,0,1,2013-08-04,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,3,11,0,74,901,0,False,True,False,False,False,False,True,False,False,False,False
1357,1970,74854.0,1,2,2013-08-04,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,0,55,1562,0,False,True,False,False,False,False,False,False,True,False,False
9799,1968,83664.0,1,1,2013-08-05,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,57,1173,0,False,False,False,True,False,True,False,False,False,False,False
9495,1982,71853.0,0,0,2013-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,43,1149,0,False,True,False,False,False,False,False,False,True,False,False
6177,1985,33454.0,1,0,2013-08-05,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,3,11,0,40,169,0,False,False,False,True,False,False,True,False,False,False,False
2631,1982,71853.0,0,0,2013-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,43,1149,0,False,True,False,False,False,False,False,False,True,False,False
8584,1952,85431.0,0,0,2013-08-06,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,73,1165,0,False,False,False,True,False,False,False,False,True,False,False
10128,1958,53977.0,0,1,2013-08-06,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,67,907,0,False,True,False,False,False,False,False,False,True,False,False
5991,1949,48150.0,0,1,2013-08-06,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,3,11,0,76,266,0,False,False,True,False,False,False,True,False,False,False,False
9284,1958,53977.0,0,1,2013-08-06,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,67,907,0,False,True,False,False,False,False,False,False,True,False,False
2516,1969,46831.0,1,1,2013-08-06,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,56,78,0,False,False,False,False,False,False,True,False,False,False,False
5074,1986,28072.0,1,0,2013-08-07,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,39,47,0,False,False,True,False,False,False,True,False,False,False,False
10595,1990,30093.0,0,0,2013-08-07,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0,35,69,0,False,True,False,False,False,False,True,False,False,False,False
6663,1940,51141.0,0,0,2013-08-07,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,3,11,0,85,157,0,False,False,False,True,False,False,False,True,False,False,False
3025,1958,49967.0,0,1,2013-08-07,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,3,11,0,67,306,0,False,True,False,False,False,False,False,True,False,False,False
11096,1952,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,73,232,0,False,False,False,False,False,False,False,False,True,False,False
1143,1972,22063.0,1,0,2013-08-08,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,55,0,False,True,False,False,False,False,True,False,False,False,False
1215,1978,70440.0,0,0,2013-08-10,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,3,11,0,47,1572,1,False,True,False,False,False,False,False,False,True,False,False
3910,1975,83829.0,0,0,2013-08-10,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,50,1862,3,False,True,False,False,False,True,False,False,False,False,False
6859,1987,29236.0,1,0,2013-08-10,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,38,99,0,False,True,False,False,False,False,False,True,False,False,False
4107,1948,46681.0,0,2,2013-08-10,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,77,425,0,False,False,False,True,False,False,False,False,True,False,False
10906,1948,46681.0,0,2,2013-08-10,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,77,425,0,False,False,False,True,False,False,False,False,True,False,False
5538,1975,83829.0,0,0,2013-08-10,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,50,1862,3,False,True,False,False,False,True,False,False,False,False,False
10379,1962,59247.0,0,2,2013-08-11,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,63,574,0,False,False,True,False,False,False,False,True,False,False,False
5176,1988,29604.0,1,0,2013-08-12,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,37,53,1,False,True,False,False,False,False,False,False,True,False,False
3153,1957,40737.0,2,1,2013-08-12,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,68,17,0,False,False,False,True,False,False,False,True,False,False,False
9265,1953,75027.0,0,1,2013-09-01,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,72,1390,0,False,True,False,False,False,False,True,False,False,False,False
9553,1987,7500.0,0,0,2013-09-01,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,3,11,0,38,15,0,False,True,False,False,False,False,True,False,False,False,False
3870,1978,63855.0,0,0,2013-09-02,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,47,1006,0,False,False,False,False,False,False,False,False,True,False,False
1928,1973,31814.0,1,0,2013-09-02,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,3,11,0,52,83,1,False,True,False,False,False,False,True,False,False,False,False
626,1951,32871.0,1,1,2013-09-03,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,3,11,0,74,43,0,False,True,False,False,False,False,True,False,False,False,False
2202,1978,41154.0,0,1,2013-09-04,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,3,11,0,47,69,0,False,True,False,False,False,False,False,False,True,False,False
11007,1968,29187.0,1,0,2013-09-05,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,57,34,0,False,False,False,True,False,False,True,False,False,False,False
3725,1961,84865.0,0,0,2013-09-05,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,64,1688,4,False,False,False,True,False,False,False,True,False,False,False
10350,1950,54432.0,2,1,2013-09-05,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,75,38,0,False,False,False,True,False,False,True,False,False,False,False
2541,1976,24027.0,1,0,2013-09-06,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,49,48,0,False,True,False,False,False,False,True,False,False,False,False
3009,1962,71670.0,0,0,2013-09-07,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,3,11,1,63,1766,3,False,False,False,True,False,False,False,False,False,True,False
5253,1956,54603.0,1,1,2013-09-07,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,69,227,0,False,False,True,False,False,False,False,False,True,False,False
851,1972,57136.0,1,1,2013-09-07,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,3,11,0,53,642,0,False,False,True,False,False,False,True,False,False,False,False
8104,1951,53312.0,0,0,2013-09-08,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,74,278,0,False,False,False,True,False,False,True,False,False,False,False
1764,1975,33955.0,1,0,2013-09-08,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,3,11,0,50,270,0,False,True,False,False,False,False,False,True,False,False,False
9166,1968,63967.0,0,1,2013-09-08,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,57,882,0,False,True,False,False,False,False,True,False,False,False,False
760,1975,60554.0,1,0,2013-09-08,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,3,11,0,50,811,0,False,False,False,True,False,True,False,False,False,False,False
6310,1978,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,47,78,0,False,True,False,False,False,False,True,False,False,False,False
7849,1970,80336.0,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0,55,1052,0,False,False,False,True,False,False,True,False,False,False,False
7685,1978,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,47,78,0,False,True,False,False,False,False,True,False,False,False,False
10858,1975,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,3,11,0,50,820,0,False,True,False,False,False,False,False,False,True,False,False
7446,1967,62513.0,0,1,2013-09-09,16,520,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,3,11,0,58,716,0,False,False,True,False,False,False,False,False,True,False,False
10430,1973,89694.0,1,1,2013-09-10,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,52,1472,3,False,True,False,False,False,True,False,False,False,False,False
5954,1972,42618.0,1,0,2013-09-10,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,53,192,0,False,False,True,False,False,True,False,False,False,False,False
7962,1987,95169.0,0,0,2013-09-10,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,3,11,1,38,1901,2,False,False,False,True,False,False,False,True,False,False,False
8492,1978,75437.0,0,0,2013-09-11,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,3,11,0,47,1493,1,False,True,False,False,False,False,False,False,True,False,False
8008,1983,36075.0,1,0,2013-09-12,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,42,119,0,False,True,False,False,False,False,False,False,True,False,False
5642,1979,62499.0,1,0,2013-09-12,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0,46,222,0,False,False,True,False,False,False,False,False,True,False,False
10424,1968,75922.0,0,0,2013-09-12,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,57,1295,0,False,True,False,False,False,False,False,True,False,False,False
89,1975,22212.0,1,0,2013-09-12,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,50,69,0,False,False,False,False,False,False,True,False,False,False,False
7235,1975,17003.0,1,0,2013-09-12,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,50,38,0,False,False,False,False,False,False,True,False,False,False,False
6988,1986,71952.0,1,0,2013-10-01,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,39,1443,2,False,True,False,False,False,False,True,False,False,False,False
2521,1971,35178.0,1,0,2013-10-01,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,54,59,1,False,False,True,False,False,False,True,False,False,False,False
9723,1960,67716.0,0,1,2013-10-01,8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,3,11,0,65,1016,1,False,True,False,False,False,False,True,False,False,False,False
175,1986,71952.0,1,0,2013-10-01,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,39,1443,2,False,True,False,False,False,False,True,False,False,False,False
10643,1987,42000.0,0,0,2013-10-01,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,38,653,0,False,False,False,True,False,False,False,True,False,False,False
1162,1987,42000.0,0,0,2013-10-01,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,38,653,0,False,False,False,True,False,False,False,True,False,False,False
4301,1971,35178.0,1,0,2013-10-01,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,54,59,1,False,False,True,False,False,False,True,False,False,False,False
10390,1959,26887.0,0,1,2013-10-02,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,66,30,0,False,False,False,False,False,False,True,False,False,False,False
10031,1976,16927.0,1,1,2013-10-02,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,3,11,0,49,53,0,False,False,False,True,False,False,True,False,False,False,False
9010,1972,83151.0,0,0,2013-10-02,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,53,2346,3,False,False,True,False,False,False,True,False,False,False,False
433,1958,61331.0,1,1,2013-10-03,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,3,11,0,67,632,0,False,False,True,False,True,False,False,False,False,False,False
1173,1947,77632.0,0,0,2013-10-03,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,78,2252,2,False,False,True,False,False,False,False,False,True,False,False
3945,1947,68117.0,0,1,2013-10-03,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,3,11,1,78,930,1,False,False,False,True,False,False,False,False,False,True,False
4827,1956,54998.0,0,1,2013-10-03,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,3,11,1,69,455,0,False,False,False,True,False,False,False,True,False,False,False
8812,1979,13533.0,1,0,2013-10-03,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,46,48,0,False,False,False,False,False,True,False,False,False,False,False
5892,1980,34968.0,1,0,2013-10-04,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,3,11,0,45,221,0,False,True,False,False,False,False,True,False,False,False,False
6262,1962,72217.0,0,0,2013-10-04,93,816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,0,0,3,11,0,63,1573,0,False,False,True,False,False,False,False,True,False,False,False
6991,1951,43185.0,0,1,2013-10-04,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,74,637,0,False,True,False,False,False,True,False,False,False,False,False
10262,1980,15072.0,2,0,2013-10-05,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,3,11,0,45,53,0,False,True,False,False,False,False,True,False,False,False,False
7573,1978,31626.0,1,0,2013-10-05,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1,47,86,1,False,False,False,True,False,False,False,True,False,False,False
6119,1963,36736.0,1,1,2013-10-05,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,62,17,0,False,False,False,True,False,False,False,True,False,False,False
10141,1960,39228.0,0,0,2013-10-05,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,3,11,0,65,20,0,False,False,True,False,False,True,False,False,False,False,False
6376,1979,57537.0,1,0,2013-10-06,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,3,11,0,46,545,0,False,True,False,False,False,False,False,True,False,False,False
6183,1962,58646.0,0,1,2013-10-06,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,3,11,0,63,140,0,False,False,True,False,False,False,True,False,False,False,False
4470,1962,58646.0,0,1,2013-10-06,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,3,11,0,63,140,0,False,False,True,False,False,False,True,False,False,False,False
8957,1952,64831.0,1,1,2013-10-06,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,3,11,0,73,1120,0,False,False,False,False,False,False,False,True,False,False,False
10067,1976,25176.0,1,1,2013-10-08,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,13,0,False,False,False,False,False,False,False,False,True,False,False
10163,1984,82733.0,0,0,2013-10-09,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1,41,1323,0,False,False,False,True,False,False,False,True,False,False,False
4440,1964,64100.0,0,1,2013-10-09,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,61,546,1,False,False,True,False,False,False,True,False,False,False,False
2118,1964,62905.0,0,1,2013-10-09,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,61,622,0,False,False,False,False,False,False,True,False,False,False,False
2286,1962,50785.0,1,1,2013-10-09,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,3,11,0,63,114,0,False,True,False,False,False,False,False,True,False,False,False
1581,1980,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,45,17,0,False,True,False,False,False,False,True,False,False,False,False
606,1967,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,58,15,0,False,True,False,False,False,False,False,True,False,False,False
5763,1972,49854.0,1,0,2013-10-11,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,3,11,0,53,380,0,False,False,True,False,False,False,False,False,True,False,False
4501,1965,69882.0,0,0,2013-10-11,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,60,1478,0,False,False,True,False,False,False,False,True,False,False,False
